"wkreis_nr";"partei";"titel";"nname";"vname";"geb_jahr";"ges";"beruf";"wohnort";"listenplatz";"alter";"alter_kat";"name";"wkreis_2017_bez";"erststimm_perc";"MdL_2017";"stimme";"wahl"
"91";"AfD";NA;"Wagner";"Markus";"1964";"m";"Mitglied des Landtages";"Bad Oeynhausen";"1";"58";"55-64 J.";"Markus Wagner";NA;NA;"Ja";"zweitstimme";"Liste"
"48";"AfD";"Dr.";"Vincentz";"Martin";"1986";"m";"Mitglied des Landtages";"Krefeld";"2";"36";"35-44 J.";"Martin Vincentz";NA;NA;"Ja";"zweitstimme";"Liste"
"20";"AfD";NA;"Keith-Volkmer";"Andreas";"1967";"m";"Mitglied des Landtages";"Leverkusen";"3";"55";"55-64 J.";"Andreas Keith-Volkmer";NA;NA;"Ja";"zweitstimme";"Liste"
"109";"AfD";NA;"Loose";"Christian";"1975";"m";"Mitglied des Landtages";"Bochum";"4";"47";"45-54 J.";"Christian Loose";NA;NA;"Ja";"zweitstimme";"Liste"
"87";"AfD";"Dr.";"Blex";"Christian";"1975";"m";"Mitglied des Landtages";"Wadersloh";"5";"47";"45-54 J.";"Christian Blex";NA;NA;"Ja";"zweitstimme";"Liste"
"16";"AfD";NA;"Tritschler";"Sven";"1981";"m";"Mitglied des Landtages";"Köln";"6";"41";"35-44 J.";"Sven Tritschler";NA;NA;"Ja";"zweitstimme";"Liste"
"74";"AfD";NA;"Seli-Zacharias";"Enxhi";"1993";"w";"Wissenschaftliche Mitarbeiterin";"Gelsenkirchen";"7";"29";"25-34 J.";"Enxhi Seli-Zacharias";NA;NA;"Nein";NA;"Liste"
"22";"AfD";NA;"Clemens";"Carlo";"1989";"m";"Wissenschaftlicher Mitarbeiter";"Bergisch Gladbach";"8";"33";"25-34 J.";"Carlo Clemens";NA;NA;"Nein";NA;"Liste"
"32";"AfD";"Dr.";"Beucker";"Hartmut";"1962";"m";"Wissenschaftlicher Mitarbeiter, Rechtsanwalt";"Wuppertal";"9";"60";"55-64 J.";"Hartmut Beucker";NA;NA;"Nein";NA;"Liste"
"12";"AfD";NA;"Esser";"Klaus";"1981";"m";"Landesgeschäftsführer der AfD NRW";"Düren";"10";"41";"35-44 J.";"Klaus Esser";NA;NA;"Nein";NA;"Liste"
"71";"AfD";"Dr.";"Zerbin";"Daniel";"1973";"m";"Professor";"Dorsten";"11";"49";"45-54 J.";"Daniel Zerbin";NA;NA;"Nein";NA;"Liste"
"47";"AfD";NA;"Schalley";"Zacharias";"1991";"m";"Wissenschaftlicher Mitarbeiter";"Meerbusch";"12";"31";"25-34 J.";"Zacharias Schalley";NA;NA;"Nein";NA;"Liste"
"89";"AfD";NA;"Röckemann";"Thomas";"1965";"m";"Mitglied des Landtages";"Minden";"13";"57";"55-64 J.";"Thomas Röckemann";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
NA;"AfD";NA;"Seifen";"Helmut";"1953";"m";"Mitglied des Landtages";"Gronau";"14";"69";"65-74 J.";"Helmut Seifen";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"19";"AfD";NA;"Dworeck-Danielowski";"Iris";"1978";"w";"Mitglied des Landtages";"Köln";"15";"44";"35-44 J.";"Iris Dworeck-Danielowski";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"127";"AfD";NA;"Zaum";"Christian";"1969";"m";"Studienrat";"Bad Laasphe";"16";"53";"45-54 J.";"Christian Zaum";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"62";"AfD";NA;"Schaary";"Alexander";"1988";"m";"Wissenschaftlicher Mitarbeiter";"Duisburg";"17";"34";"25-34 J.";"Alexander Schaary";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"AfD";NA;"Pauen";"Udo";"1949";"m";"Rechtsanwalt, Notar a.D.";"Bottrop";"18";"73";"65-74 J.";"Udo Pauen";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"23";"AfD";NA;"Rummler";"Bernd";"1969";"m";"Veranstaltungsmanager";"Gummersbach";"19";"53";"45-54 J.";"Bernd Rummler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"120";"AfD";"von";"Zons";"Ulrich";"1968";"m";"Wissenschaftlicher Mitarbeiter";"Lippstadt";"20";"54";"45-54 J.";"Ulrich Zons";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"124";"AfD";NA;"Antoni";"Jürgen";"1964";"m";"Polizeibeamter";"Arnsberg";"21";"58";"55-64 J.";"Jürgen Antoni";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"95";"AfD";NA;"Dyck";"Maxim";"1988";"m";"Fraktionsmitarbeiter Landschaftsverband";"Gütersloh";"22";"34";"25-34 J.";"Maxim Dyck";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"AfD";NA;"Gedig";"Dietmar";"1985";"m";"Polizeioberkommissar";"Solingen";"23";"37";"35-44 J.";"Dietmar Gedig";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"76";"CDU";NA;"Wüst";"Hendrik";"1975";"m";"Ministerpräsident";"Rhede";"1";"47";"45-54 J.";"Hendrik Wüst";"Borken I";"52,9";"Ja";"erststimme";"Direkt"
"116";"CDU";NA;"Scharrenbach";"Ina";"1976";"w";"Dipl.-Betriebswirtin (FH)";"Kamen";"2";"46";"45-54 J.";"Ina Scharrenbach";NA;NA;"Nein";NA;"Liste"
"24";"CDU";NA;"Löttgen";"Bodo";"1959";"m";"Dipl.-Verwaltungswirt";"Nümbrecht";"3";"63";"55-64 J.";"Bodo Löttgen";"Oberbergischer Kreis II";"44,5";"Ja";"erststimme";"Direkt"
"22";"CDU";NA;"Reul";"Herbert";"1952";"m";"Minister des Innern";"Leichlingen";"4";"70";"65-74 J.";"Herbert Reul";NA;NA;"Nein";NA;"Direkt"
"82";"CDU";NA;"Laumann";"Karl-Josef";"1957";"m";"Maschinenschlosser, Landesminister";"Hörstel-Riesenbeck";"5";"65";"65-74 J.";"Karl-Josef Laumann";NA;NA;"Nein";NA;"Direkt"
"18";"CDU";NA;"Heinen-Esser";"Ursula";"1965";"w";"Staatsministerin";"Köln";"6";"57";"55-64 J.";"Ursula Heinen-Esser";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"113";"CDU";NA;"Brandes";"Ina";"1977";"w";"Historikerin";"Düsseldorf";"7";"45";"45-54 J.";"Ina Brandes";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"88";"CDU";NA;"Winkelmann";"Bianca";"1967";"w";"Mitglied des Landtages";"Rahden";"8";"55";"55-64 J.";"Bianca Winkelmann";"Minden-Lübbecke I";"43,5";"Ja";"erststimme";"Direkt"
"71";"CDU";NA;"Hovenjürgen";"Josef";"1963";"m";"Mitglied des Landtages";"Haltern am See";"9";"59";"55-64 J.";"Josef Hovenjürgen";"Recklinghausen IV";"41,1";"Ja";"erststimme";"Direkt"
"47";"CDU";NA;"Lienenkämper";"Lutz";"1969";"m";"Staatsminister, Mitglied des Landtages";"Meerbusch";"10";"53";"45-54 J.";"Lutz Lienenkämper";"Rhein-Kreis Neuss III";"47,1";"Ja";"erststimme";"Direkt"
"61";"CDU";NA;"Vogt";"Petra";"1969";"w";"Oberstudienrätin a. D.";"Duisburg";"11";"53";"45-54 J.";"Petra Vogt";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"15";"CDU";NA;"Liminski";"Nathanael";"1985";"m";"Staatssekretär, Chef der Staatskanzlei des Landes Nordrhein-Westfalen";"Düsseldorf";"12";"37";"35-44 J.";"Nathanael Liminski";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"11";"CDU";"Dr.";"Peill";"Patricia";"1962";"w";"Dipl.-Kauffrau, Mitglied des Landtages";"Nörvenich";"13";"60";"55-64 J.";"Patricia Peill";"Düren I";"41,5";"Ja";"erststimme";"Direkt"
"121";"CDU";NA;"Schick";"Thorsten";"1971";"m";"Mitglied des Landtages";"Iserlohn";"14";"51";"45-54 J.";"Thorsten Schick";"Märkischer Kreis I";"39,4";"Ja";"erststimme";"Direkt"
"3";"CDU";NA;"Schmitz";"Hendrik";"1978";"m";"Landwirtschaftlicher Unternehmer, Mitglied des Landtages";"Baesweiler";"15";"44";"35-44 J.";"Hendrik Schmitz";NA;NA;"Ja";"zweitstimme";"Direkt"
"83";"CDU";NA;"Wendland";"Simone";"1963";"w";"Rechtsanwältin";"Münster";"16";"59";"55-64 J.";"Simone Wendland";"Münster I";"37,2";"Ja";"erststimme";"Direkt"
"95";"CDU";NA;"Tigges";"Raphael";"1973";"m";"Sparkassenbetriebswirt, Mitglied des Landtages";"Gütersloh";"17";"49";"45-54 J.";"Raphael Tigges";"Gütersloh II";"42,4";"Ja";"erststimme";"Direkt"
"75";"CDU";"Dr.";"Bunse";"Antoinette";"1958";"w";"Mitglied des Landtages";"Bottrop";"18";"64";"55-64 J.";"Antoinette Bunse";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"43";"CDU";NA;"Erwin";"Angela";"1980";"w";"Rechtsanwältin";"Düsseldorf";"19";"42";"35-44 J.";"Angela Erwin";"Düsseldorf III";"37,5";"Ja";"erststimme";"Direkt"
"59";"CDU";NA;"Quik";"Charlotte";"1982";"w";"Wissenschaftliche Mitarbeiterin, Mitglied des Landtages";"Hamminkeln";"20";"40";"35-44 J.";"Charlotte Quik";"Wesel III";"39,4";"Ja";"erststimme";"Direkt"
"68";"CDU";NA;"Schrumpf";"Fabian";"1982";"m";"Mitglied des Landtages, Rechtsanwalt";"Essen";"21";"40";"35-44 J.";"Fabian Schrumpf";"Essen IV";"38,2";"Ja";"erststimme";"Direkt"
"5";"CDU";NA;"Plonsker";"Romina";"1988";"w";"Bankkauffrau, Mitglied des Landtages";"Pulheim";"22";"34";"25-34 J.";"Romina Plonsker";"Rhein-Erft-Kreis I";"40,1";"Ja";"erststimme";"Direkt"
"53";"CDU";"Dr.";"Optendrenk";"Marcus";"1969";"m";"Jurist";"Nettetal";"23";"53";"45-54 J.";"Marcus Optendrenk";"Viersen II";"45,8";"Ja";"erststimme";"Direkt"
"56";"CDU";NA;"Hausmann";"Wilhelm";"1970";"m";"Architekt";"Oberhausen";"24";"52";"45-54 J.";"Wilhelm Hausmann";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"17";"CDU";NA;"Braun";"Florian";"1989";"m";"Mitglied des Landtages";"Köln";"25";"33";"25-34 J.";"Florian Braun";"Köln V";"36,1";"Ja";"erststimme";"Direkt"
"2";"CDU";NA;"Fohn";"Annika";"1987";"w";"Sozialwissenschaftlerin, Doktorandin";"Aachen";"26";"35";"35-44 J.";"Annika Fohn";NA;NA;"Nein";NA;"Direkt"
"119";"CDU";NA;"Frieling";"Heinrich";"1985";"m";"Mitglied des Landtages, Rechtsanwalt";"Ense-Sieveringen";"27";"37";"35-44 J.";"Heinrich Frieling";"Soest I";"42,3";"Ja";"erststimme";"Direkt"
"39";"CDU";"Dr.";"Heinisch";"Jan";"1976";"m";"Bürgermeister";"Heiligenhaus";"28";"46";"45-54 J.";"Jan Heinisch";NA;NA;"Nein";NA;"Direkt"
"92";"CDU";NA;"Nettelstroth";"Ralf";"1964";"m";"Mitglied des Landtages, Rechtsanwalt";"Bielefeld";"29";"58";"55-64 J.";"Ralf Nettelstroth";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"127";"CDU";NA;"Fuchs-Dreisbach";"Anke";"1977";"w";"Physiotherapeutin, Mitglied des Landtages";"Bad Berleburg";"30";"45";"45-54 J.";"Anke Fuchs-Dreisbach";"Siegen-Wittgenstein II";"43,2";"Ja";"erststimme";"Direkt"
"105";"CDU";NA;"Brandt";"Christian";"1977";"m";"Berufsschullehrer";"Herdecke";"31";"45";"45-54 J.";"Christian Brandt";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"48";"CDU";NA;"Oellers";"Britta";"1973";"w";"Sparkassenfachwirtin, Mitglied des Landtages";"Krefeld";"32";"49";"45-54 J.";"Britta Oellers";"Krefeld I – Viersen III";"36,7";"Ja";"erststimme";"Direkt"
"30";"CDU";NA;"Déus";"Guido";"1968";"m";"Mitglied des Landtages, Bundesbeamter, Dipl.-Finanzwirt";"Bonn";"33";"54";"45-54 J.";"Guido Déus";"Bonn I";"35,9";"Ja";"erststimme";"Direkt"
"55";"CDU";"Dr.";"Bergmann";"Günther";"1965";"m";"Selbständiger Unternehmensberater";"Kalkar";"34";"57";"55-64 J.";"Günther Bergmann";"Kleve II";"44,4";"Ja";"erststimme";"Direkt"
"98";"CDU";NA;"Thiel";"Christiane";"1971";"w";"Reiseleiterin";"Lemgo";"35";"51";"45-54 J.";"Christiane Thiel";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"64";"CDU";NA;"Hendriks";"Heiko";"1966";"m";"Unternehmensberater";"Mülheim an der Ruhr";"36";"56";"55-64 J.";"Heiko Hendriks";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"28";"CDU";NA;"Gebauer";"Katharina";"1987";"w";"Mitglied des Landtages";"Troisdorf";"37";"35";"35-44 J.";"Katharina Gebauer";"Rhein-Sieg-Kreis IV";"42,7";"Ja";"erststimme";"Direkt"
"36";"CDU";NA;"Nettekoven";"Jens-Peter";"1978";"m";"Mitglied des Landtages, Soldat";"Remscheid";"38";"44";"35-44 J.";"Jens-Peter Nettekoven";"Remscheid – Oberbergischer Kreis III";"38,5";"Ja";"erststimme";"Direkt"
"7";"CDU";NA;"Golland";"Gregor";"1974";"m";"Dipl.-Kaufmann, Mitglied des Landtages";"Brühl";"39";"48";"45-54 J.";"Gregor Golland";"Rhein-Erft-Kreis III";"37,1";"Ja";"erststimme";"Direkt"
"126";"CDU";NA;"Kamieth";"Jens";"1969";"m";"Rechtsanwalt, Mitglied des Landtages";"Siegen";"40";"53";"45-54 J.";"Jens Kamieth";"Siegen-Wittgenstein I";"39,3";"Ja";"erststimme";"Direkt"
"84";"CDU";NA;"Küppers";"Teresa";"1978";"w";"Dipl.-Sozialpädagogin";"Münster";"41";"44";"35-44 J.";"Teresa Küppers";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"8";"CDU";NA;"Voussem";"Klaus";"1970";"m";"Mitglied des Landtages, Rechtsanwalt";"Euskirchen";"42";"52";"45-54 J.";"Klaus Voussem";"Euskirchen I";"41,5";"Ja";"erststimme";"Direkt"
"91";"CDU";NA;"Bobka";"Christian";"1968";"m";"Polizist";"Kirchlengern";"43";"54";"45-54 J.";"Christian Bobka";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"69";"CDU";NA;"Bergmaier";"Marita";"1966";"w";"Dipl.-Verwaltungswirtin";"Recklinghausen";"44";"56";"55-64 J.";"Marita Bergmaier";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"87";"CDU";NA;"Höner";"Markus";"1975";"m";"Staatlich geprüfter Landwirt";"Beckum";"45";"47";"45-54 J.";"Markus Höner";NA;NA;"Nein";NA;"Direkt"
"97";"CDU";NA;"Hansen";"Klaus";"1968";"m";"Gärtnermeister";"Lage";"46";"54";"45-54 J.";"Klaus Hansen";NA;NA;"Nein";NA;"Direkt"
"37";"CDU";NA;"Schlottmann";"Claudia";"1962";"w";"Mitglied des Landtages, Betriebswirtin";"Hilden";"47";"60";"55-64 J.";"Claudia Schlottmann";"Mettmann I";"42,9";"Ja";"erststimme";"Direkt"
"103";"CDU";NA;"Rehbein";"Dennis";"1989";"m";"Bankkaufmann";"Hagen";"48";"33";"25-34 J.";"Dennis Rehbein";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"46";"CDU";NA;"Troles";"Heike";"1969";"w";"Mitglied des Landtages, Bilanzbuchhalterin";"Grevenbroich";"49";"53";"45-54 J.";"Heike Troles";"Rhein-Kreis Neuss II";"42,2";"Ja";"erststimme";"Direkt"
"51";"CDU";NA;"Klenner";"Jochen";"1978";"m";"Redakteur, Mitglied des Landtages";"Mönchengladbach";"50";"44";"35-44 J.";"Jochen Klenner";"Mönchengladbach II";"44,0";"Ja";"erststimme";"Direkt"
"110";"CDU";NA;"Mähler";"Markus";"1990";"m";"Lehrer";"Herne";"51";"32";"25-34 J.";"Markus Mähler";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"120";"CDU";NA;"Blöming";"Jörg";"1972";"m";"Dipl.-Verwaltungswirt";"Erwitte";"52";"50";"45-54 J.";"Jörg Blöming";"Soest II";"39,6";"Ja";"erststimme";"Direkt"
"94";"CDU";"Dr.";"Frentrup genannt Stolte";"Mechthild";"1974";"w";"Dipl.-Agraringenieurin (FH), Unternehmensberaterin";"Steinhagen";"53";"48";"45-54 J.";"Mechthild Frentrup genannt Stolte";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"85";"CDU";"Dr.";"Allendorf";"Julian";"1990";"m";"Betriebswirt";"Nottuln";"54";"32";"25-34 J.";"Julian Allendorf";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"57";"CDU";NA;"Stehr";"Simone-Tatjana";"1970";"w";"Leitende Direktorin";"Oberhausen";"55";"52";"45-54 J.";"Simone-Tatjana Stehr";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"45";"CDU";"Dr.";"Geerlings";"Jörg";"1972";"m";"Mitglied des Landtages, Rechtsanwalt";"Neuss";"56";"50";"45-54 J.";"Jörg Geerlings";"Rhein-Kreis Neuss I";"40,2";"Ja";"erststimme";"Direkt"
"35";"CDU";NA;"Haug";"Sebastian";"1974";"m";"Rechtsanwalt";"Solingen";"57";"48";"45-54 J.";"Sebastian Haug";NA;NA;"Nein";NA;"Direkt"
"108";"CDU";NA;"Haardt";"Christian";"1965";"m";"Rechtsanwalt";"Bochum";"58";"57";"55-64 J.";"Christian Haardt";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"34";"CDU";NA;"Vesper-Pottkamp";"Anja";"1976";"w";"Wissenschaftliche Mitarbeiterin";"Wuppertal";"59";"46";"45-54 J.";"Anja Vesper-Pottkamp";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"118";"CDU";NA;"Müller";"Frederik";"1992";"m";"Angestellter im Öffentlichen Dienst";"Hamm";"60";"30";"25-34 J.";"Frederik Müller";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"1";"CDU";NA;"Brantin";"Holger";"1964";"m";"Vorsitzender Richter am Landgericht";"Aachen";"61";"58";"55-64 J.";"Holger Brantin";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"65";"CDU";NA;"Fuchs";"Jessica";"1986";"w";"Steuerjuristin";"Essen";"62";"36";"35-44 J.";"Jessica Fuchs";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"10";"CDU";NA;"Schnelle";"Thomas";"1967";"m";"Kriminalhauptkommissar a.D., Mitglied des Landtages";"Hückelhoven";"63";"55";"55-64 J.";"Thomas Schnelle";"Heinsberg II";"44,6";"Ja";"erststimme";"Direkt"
"20";"CDU";NA;"Scholz";"Rüdiger";"1957";"m";"Lehrer";"Leverkusen";"64";"65";"65-74 J.";"Rüdiger Scholz";"Leverkusen";"36,0";"Ja";"erststimme";"Direkt"
"106";"CDU";NA;"Kramer";"Sarah";"1992";"w";"Polizeivollzugsbeamtin";"Witten";"65";"30";"25-34 J.";"Sarah Kramer";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"90";"CDU";NA;"Kleineberg";"Philip";"1986";"m";"Betriebswirt";"Enger";"66";"36";"35-44 J.";"Philip Kleineberg";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"73";"CDU";NA;"Karl";"Markus";"1967";"m";"Dipl.-Bankbetriebswirt (Bankakademie)";"Gelsenkirchen";"67";"55";"55-64 J.";"Markus Karl";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"50";"CDU";NA;"Odermatt";"Vanessa";"1990";"w";"Dipl.-Finanzwirtin";"Mönchengladbach";"68";"32";"25-34 J.";"Vanessa Odermatt";NA;NA;"Nein";NA;"Direkt"
"49";"CDU";NA;"Blondin";"Marc";"1972";"m";"Mitglied des Landtages";"Krefeld";"69";"50";"45-54 J.";"Marc Blondin";"Krefeld II";"39,7";"Ja";"erststimme";"Direkt"
"32";"CDU";NA;"Spiecker";"Rainer";"1961";"m";"Geschäftsführer eines Familienunternehmens";"Wuppertal";"70";"61";"55-64 J.";"Rainer Spiecker";NA;NA;"Ja";"zweitstimme";"nicht
ge-
wählt"
"67";"CDU";NA;"Großimlinghaus";"Eva Martina";"1975";"w";"Steuerberaterin";"Essen";"71";"47";"45-54 J.";"Eva Martina Großimlinghaus";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"123";"CDU";NA;"Schwarzkopf";"Ralf";"1968";"m";"Geschäftsführer";"Lüdenscheid";"72";"54";"45-54 J.";"Ralf Schwarzkopf";NA;NA;"Nein";NA;"Direkt"
"60";"CDU";NA;"Zupancic";"Julia";"1981";"w";"Selbständige Dipl.-Ökonomin";"Moers";"73";"41";"35-44 J.";"Julia Zupancic";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"93";"CDU";NA;"Brüntrup";"Tom";"1997";"m";"Steuerinspektor";"Bielefeld";"74";"25";"25-34 J.";"Tom Brüntrup";NA;NA;"Nein";NA;"Direkt"
"109";"CDU";NA;"Klapperich";"Stefan";"1999";"m";"Student";"Bochum";"75";"23";"15-24 J.";"Stefan Klapperich";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Wellsow";"Viola";"1981";"w";"Sparkassenfachwirtin";"Brakel";"76";"41";"35-44 J.";"Viola Wellsow";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"13";"CDU";NA;"Kehrl";"Oliver";"1967";"m";"Geschäftsführer, Mitglied des Landtages";"Köln";"77";"55";"55-64 J.";"Oliver Kehrl";"Köln I";"34,2";"Ja";"erststimme";"nicht
ge-
wählt"
"41";"CDU";NA;"Lehne";"Olaf";"1962";"m";"Rechtsanwalt";"Düsseldorf";"78";"60";"55-64 J.";"Olaf Lehne";"Düsseldorf I";"41,8";"Ja";"erststimme";"Direkt"
NA;"CDU";NA;"Duhme";"Elke";"1959";"w";"Sparkassenbetriebswirtin";"Telgte";"79";"63";"55-64 J.";"Elke Duhme";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"117";"CDU";NA;"Goetz";"Torsten";"1988";"m";"Bereichsleiter";"Bönen";"80";"34";"25-34 J.";"Torsten Goetz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"38";"CDU";"Dr.";"Untrieser";"Christian";"1982";"m";"Mitglied des Landtages, Rechtsanwalt";"Erkrath";"81";"40";"35-44 J.";"Christian Untrieser";"Mettmann II";"39,0";"Ja";"erststimme";"Direkt"
NA;"CDU";NA;"Schwarte";"Marion";"1955";"w";"Rentnerin";"Attendorn";"82";"67";"65-74 J.";"Marion Schwarte";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"112";"CDU";NA;"Kalouti";"Alexander Omar";"1968";"m";"Leiter Presse- und Öffentlichkeitsarbeit";"Dortmund";"83";"54";"45-54 J.";"Alexander Omar Kalouti";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"89";"CDU";NA;"Horstmann";"Jonas";"1996";"m";"Kfm. Angestellter";"Porta Westfalica";"84";"26";"25-34 J.";"Jonas Horstmann";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Heinen-Dauber";"Petra";"1964";"w";"Rechtsanwältin, Verwaltungsmitarbeiterin";"Mönchengladbach";"85";"58";"55-64 J.";"Petra Heinen-Dauber";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"21";"CDU";NA;"Lucke";"Martin";"1988";"m";"Rechtsanwalt";"Bergisch Gladbach";"86";"34";"25-34 J.";"Martin Lucke";NA;NA;"Nein";NA;"Direkt"
"63";"CDU";NA;"Güner";"Deniz";"1979";"m";"Dipl.-Kaufmann (Univ.), Dipl.-Betriebswirt";"Duisburg";"87";"43";"35-44 J.";"Deniz Güner";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Braun-Näger";"Birgit";"1973";"w";"Dipl.-Rechtspflegerin";"Mechernich";"88";"49";"45-54 J.";"Birgit Braun-Näger";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"4";"CDU";NA;"Scheen-Pauls";"Daniel";"1992";"m";"Projektleiter";"Simmerath";"89";"30";"25-34 J.";"Daniel Scheen-Pauls";NA;NA;"Nein";NA;"Direkt"
"29";"CDU";NA;"Lienesch";"Sascha";"1978";"m";"Marketing-Manager";"Sankt Augustin";"90";"44";"35-44 J.";"Sascha Lienesch";NA;NA;"Nein";NA;"Direkt"
NA;"CDU";NA;"Casper";"Claudia Maria";"1989";"w";"Key Account Managerin";"Bergisch Gladbach";"91";"33";"25-34 J.";"Claudia Maria Casper";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"74";"CDU";NA;"Schmitt";"Michael";"1998";"m";"Dipl.-Jurist";"Gelsenkirchen";"92";"24";"15-24 J.";"Michael Schmitt";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"42";"CDU";NA;"Schmitz";"Marco";"1979";"m";"Angestellter öffentlicher Dienst";"Düsseldorf";"93";"43";"35-44 J.";"Marco Schmitz";"Düsseldorf II";"35,4";"Ja";"erststimme";"Direkt"
NA;"CDU";NA;"Büscher";"Veronika Helga";"1966";"w";"Heilpraktikerin (PsychKg)";"Dülmen";"94";"56";"55-64 J.";"Veronika Helga Büscher";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"52";"CDU";NA;"Görtz";"Guido";"1968";"m";"Industriekaufmann";"Willich";"95";"54";"45-54 J.";"Guido Görtz";NA;NA;"Nein";NA;"Direkt"
"72";"CDU";"Dr.";"Bök";"Patrick-Benjamin";"1983";"m";"Professor für IT-Architektur und Software-Engeneering, Informatiker";"Datteln";"96";"39";"35-44 J.";"Patrick-Benjamin Bök";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Gartz";"Simone";"1973";"w";"Rechtsanwältin";"Viersen";"97";"49";"45-54 J.";"Simone Gartz";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"122";"CDU";NA;"Eggers";"Matthias";"1985";"m";"Geschäftsführer";"Menden";"98";"37";"35-44 J.";"Matthias Eggers";NA;NA;"Nein";NA;"Direkt"
"115";"CDU";NA;"Zilian";"Marcal";"1999";"m";"Student";"Holzwickede";"99";"23";"15-24 J.";"Marcal Zilian";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Pachal";"Ann-Sophie";"1990";"w";"Kreisinspektoranwärterin";"Ahlen";"100";"32";"25-34 J.";"Ann-Sophie Pachal";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"23";"CDU";NA;"Berger";"Christian";"1978";"m";"Industriekaufmann";"Wipperfürth";"101";"44";"35-44 J.";"Christian Berger";NA;NA;"Nein";NA;"Direkt"
NA;"CDU";NA;"Ratajczak";"Daniela";"1982";"w";"Dipl.-Kauffrau";"Bad Honnef";"102";"40";"35-44 J.";"Daniela Ratajczak";NA;NA;"Nein";NA;"nicht
ge-
wählt"
"6";"CDU";NA;"Okos";"Thomas";"1988";"m";"Betriebswirt, M. Sc. Business Administration";"Frechen";"103";"34";"25-34 J.";"Thomas Okos";NA;NA;"Nein";NA;"Direkt"
"114";"CDU";NA;"Nienhoff";"Matthias";"1989";"m";"Bankkaufmann";"Dortmund";"104";"33";"25-34 J.";"Matthias Nienhoff";NA;NA;"Nein";NA;"nicht
ge-
wählt"
NA;"CDU";NA;"Lahaye-Reiß";"Birgitt";"1960";"w";"Dipl.-Sportlehrerin";"Aachen";"105";"62";"55-64 J.";"Birgitt Lahaye-Reiß";NA;NA;"Nein";NA;"nicht
ge-
wählt"
